index,action,id_message,id_participant,recipients
2023-04-11 10:53:23.871121+08:00,send notification,jitai_temperature,usk21,1
2023-04-11 11:03:21.152354+08:00,send notification,jitai_temperature_adaptive,usk02,1
2023-04-11 11:03:22.601570+08:00,send notification,jitai_noise_adaptive,usk06,1
2023-04-11 11:03:23.170775+08:00,send notification,jitai_temperature,usk07,1
2023-04-11 12:03:20.827447+08:00,send notification,jitai_temperature_adaptive,usk04,1
2023-04-11 12:43:23.520980+08:00,send notification,jitai_temperature,usk09,1
2023-04-11 12:43:25.162025+08:00,send notification,jitai_temperature,usk22,1
2023-04-11 13:03:20.885249+08:00,send notification,jitai_noise_adaptive,usk01,1
2023-04-11 13:18:24.344094+08:00,send notification,jitai_temperature,usk19,1
2023-04-11 13:23:19.210035+08:00,send notification,jitai_temperature,usk11,1
2023-04-11 13:23:19.779358+08:00,send notification,jitai_temperature,usk12,1
2023-04-11 13:23:25.838482+08:00,send notification,jitai_temperature,usk13,1
2023-04-11 13:23:26.441221+08:00,send notification,jitai_temperature,usk14,1
2023-04-11 13:23:27.122114+08:00,send notification,jitai_temperature,usk16,1
2023-04-11 13:23:27.772122+08:00,send notification,jitai_temperature,usk18,1
2023-04-11 13:23:28.400571+08:00,send notification,jitai_temperature,usk20,1
2023-04-11 13:43:23.864849+08:00,send notification,jitai_temperature,usk10,1
2023-04-11 13:58:25.606710+08:00,send notification,jitai_temperature,usk17,1
2023-04-11 13:58:26.275612+08:00,send notification,jitai_temperature,usk21,1
2023-04-11 14:03:21.450325+08:00,send notification,jitai_temperature_adaptive,usk02,1
2023-04-11 14:03:22.563126+08:00,send notification,jitai_temperature_adaptive,usk04,1
2023-04-11 14:03:24.163338+08:00,send notification,jitai_temperature_adaptive,usk08,1
2023-04-11 14:08:23.647582+08:00,send notification,jitai_temperature,usk07,1
2023-04-11 15:03:21.610809+08:00,send notification,jitai_noise_adaptive,usk01,1
2023-04-11 15:13:24.726054+08:00,send notification,jitai_temperature,usk15,1
2023-04-11 15:48:25.183517+08:00,send notification,jitai_temperature,usk09,1
2023-04-11 15:48:31.645618+08:00,send notification,jitai_temperature,usk22,1
2023-04-11 16:03:23.037933+08:00,send notification,jitai_temperature_adaptive,usk02,1
2023-04-11 16:03:24.157934+08:00,send notification,jitai_temperature_adaptive,usk04,1
2023-04-11 16:03:26.033037+08:00,send notification,jitai_noise_adaptive,usk08,1
2023-04-11 16:23:25.656280+08:00,send notification,jitai_temperature,usk19,1
2023-04-11 16:28:24.145923+08:00,send notification,jitai_temperature,usk11,1
2023-04-11 16:28:24.754170+08:00,send notification,jitai_temperature,usk12,1
2023-04-11 16:28:25.348272+08:00,send notification,jitai_temperature,usk13,1
2023-04-11 16:28:31.975108+08:00,send notification,jitai_temperature,usk16,1
2023-04-11 16:28:32.618285+08:00,send notification,jitai_temperature,usk18,1
2023-04-11 16:28:33.219897+08:00,send notification,jitai_temperature,usk20,1
2023-04-11 16:48:24.351918+08:00,send notification,jitai_temperature,usk10,1
2023-04-11 17:03:26.859232+08:00,send notification,jitai_temperature,usk17,1
2023-04-11 17:03:27.570393+08:00,send notification,jitai_temperature,usk21,1
2023-04-11 17:13:24.203877+08:00,send notification,jitai_temperature,usk07,1
2023-04-11 18:18:25.374020+08:00,send notification,jitai_temperature,usk15,1
2023-04-13 09:03:21.561713+08:00,send notification,jitai_noise_adaptive,usk01,1
2023-04-13 09:03:22.288754+08:00,send notification,jitai_temperature_adaptive,usk02,1
2023-04-13 09:03:23.518130+08:00,send notification,jitai_temperature_adaptive,usk04,1
2023-04-13 09:03:24.766786+08:00,send notification,jitai_noise_adaptive,usk06,1
2023-04-13 09:03:25.680241+08:00,send notification,jitai_temperature_adaptive,usk08,1
2023-04-13 09:03:30.281045+08:00,send notification,jitai_noise_adaptive,usk14,1
2023-04-13 09:43:23.381666+08:00,send notification,jitai_temperature,usk19,1
2023-04-13 09:48:23.474789+08:00,send notification,jitai_temperature,usk20,1
2023-04-13 09:48:24.154584+08:00,send notification,jitai_temperature,usk22,1
2023-04-13 09:48:24.694466+08:00,send notification,jitai_temperature,usk23,1
2023-04-13 09:53:22.509486+08:00,send notification,jitai_temperature,usk13,1
2023-04-13 09:53:23.123145+08:00,send notification,jitai_temperature,usk15,1
